EventCode,UMask,EventName,Description,Counter,OverFlow,MSRIndex,MSRValue,PreciseEvent,Invert,AnyThread,EdgeDetect
"0xD2","0x02","MEM_LOAD_UOPS_L3_HIT_RETIRED.XSNP_HIT_PS","Retired load uops which data sources were L3 and cross-core snoop hits in on-pkg core cache. (Uses PEBS)","0,1,2,3","20011","0","0","1","0","0","0"
"0xD2","0x04","MEM_LOAD_UOPS_L3_HIT_RETIRED.XSNP_HITM","Retired load uops which data sources were HitM responses from shared L3.","0,1,2,3","20011","0","0","1","0","0","0"
"0xD2","0x04","MEM_LOAD_UOPS_L3_HIT_RETIRED.XSNP_HITM_PS","Retired load uops which data sources were HitM responses from shared L3. (Uses PEBS)","0,1,2,3","20011","0","0","1","0","0","0"
"0xD2","0x08","MEM_LOAD_UOPS_L3_HIT_RETIRED.XSNP_NONE","Retired load uops which data sources were hits in L3 without snoops required.","0,1,2,3","100003","0","0","1","0","0","0"
"0xD2","0x08","MEM_LOAD_UOPS_L3_HIT_RETIRED.XSNP_NONE_PS","Retired load uops which data sources were hits in L3 without snoops required. (Uses PEBS)","0,1,2,3","100003","0","0","1","0","0","0"
"0xD3","0x01","MEM_LOAD_UOPS_L3_MISS_RETIRED.LOCAL_DRAM","Data from local DRAM either Snoop not needed or Snoop Miss (RspI)","0,1,2,3","100007","0","0","1","0","0","0"
"0xD3","0x01","MEM_LOAD_UOPS_L3_MISS_RETIRED.LOCAL_DRAM_PS","Data from local DRAM either Snoop not needed or Snoop Miss (RspI) (Uses PEBS)","0,1,2,3","100007","0","0","1","0","0","0"
"0x3c","0x00","CPU_CLK_UNHALTED.THREAD_P","This is an architectural event that counts the number of thread cycles while the thread is not in a halt state. The thread enters the halt state when it is running the HLT instruction. The core frequency may change from time to time due to power or thermal throttling. For this reason, this event may have a changing ratio with regards to wall clock time.","0,1,2,3","2000003","0","0","0","0","0","0"
"0xf0","0x01","L2_TRANS.DEMAND_DATA_RD","This event counts Demand Data Read requests that access L2 cache, including rejects.","0,1,2,3","200003","0","0","0","0","0","0"
"0xf0","0x02","L2_TRANS.RFO","This event counts Read for Ownership (RFO) requests that access L2 cache.","0,1,2,3","200003","0","0","0","0","0","0"
"0xf0","0x04","L2_TRANS.CODE_RD","This event counts the number of L2 cache accesses when fetching instructions.","0,1,2,3","200003","0","0","0","0","0","0"
"0xf0","0x08","L2_TRANS.ALL_PF","This event counts L2 or L3 HW prefetches that access L2 cache including rejects. ","0,1,2,3","200003","0","0","0","0","0","0"
"0xf0","0x10","L2_TRANS.L1D_WB","This event counts L1D writebacks that access L2 cache.","0,1,2,3","200003","0","0","0","0","0","0"
"0xf0","0x20","L2_TRANS.L2_FILL","This event counts L2 fill requests that access L2 cache.","0,1,2,3","200003","0","0","0","0","0","0"
"0xf0","0x40","L2_TRANS.L2_WB","This event counts L2 writebacks that access L2 cache.","0,1,2,3","200003","0","0","0","0","0","0"
"0xf0","0x80","L2_TRANS.ALL_REQUESTS","This event counts transactions that access the L2 pipe including snoops, pagewalks, and so on.","0,1,2,3","200003","0","0","0","0","0","0"
"0xf1","0x01","L2_LINES_IN.I","This event counts the number of L2 cache lines in the Invalidate state filling the L2. Counting does not cover rejects.","0,1,2,3","100003","0","0","0","0","0","0"
"0xf1","0x02","L2_LINES_IN.S","This event counts the number of L2 cache lines in the Shared state filling the L2. Counting does not cover rejects.","0,1,2,3","100003","0","0","0","0","0","0"
"0xf1","0x04","L2_LINES_IN.E","This event counts the number of L2 cache lines in the Exclusive state filling the L2. Counting does not cover rejects.","0,1,2,3","100003","0","0","0","0","0","0"
"0xF1","0x07","L2_LINES_IN.ALL","This event counts the number of L2 cache lines filling the L2. Counting does not cover rejects.","0,1,2,3","100003","0","0","0","0","0","0"
"0xF2","0x05","L2_LINES_OUT.DEMAND_CLEAN","Clean L2 cache lines evicted by demand","0,1,2,3","100003","0","0","0","0","0","0"
"0xF2","0x06","L2_LINES_OUT.DEMAND_DIRTY","Dirty L2 cache lines evicted by demand","0,1,2,3","100003","0","0","0","0","0","0"
"0x89","0xA0","BR_MISP_EXEC.TAKEN_INDIRECT_NEAR_CALL","Taken speculative and retired mispredicted indirect calls","0,1,2,3","200003","0","0","0","0","0","0"
"0xA1","0x01","UOPS_EXECUTED_PORT.PORT_0_CORE","Cycles per core when uops are exectuted in port 0","0,1,2,3","2000003","0","0","0","0","1","0"
"0xA1","0x02","UOPS_EXECUTED_PORT.PORT_1_CORE","Cycles per core when uops are exectuted in port 1","0,1,2,3","2000003","0","0","0","0","1","0"
"0xA1","0x04","UOPS_EXECUTED_PORT.PORT_2_CORE","Cycles per core when uops are dispatched to port 2","0,1,2,3","2000003","0","0","0","0","1","0"
"0xA1","0x08","UOPS_EXECUTED_PORT.PORT_3_CORE","Cycles per core when uops are dispatched to port 3","0,1,2,3","2000003","0","0","0","0","1","0"
"0xA1","0x10","UOPS_EXECUTED_PORT.PORT_4_CORE","Cycles per core when uops are exectuted in port 4","0,1,2,3","2000003","0","0","0","0","1","0"
"0xA1","0x20","UOPS_EXECUTED_PORT.PORT_5_CORE","Cycles per core when uops are exectuted in port 5","0,1,2,3","2000003","0","0","0","0","1","0"
"0xA1","0x40","UOPS_EXECUTED_PORT.PORT_6_CORE","Cycles per core when uops are exectuted in port 6","0,1,2,3","2000003","0","0","0","0","1","0"
"0xA1","0x80","UOPS_EXECUTED_PORT.PORT_7_CORE","Cycles per core when uops are dispatched to port 7","0,1,2,3","2000003","0","0","0","0","1","0"
"0xC5","0x20","BR_MISP_RETIRED.NEAR_TAKEN","number of near branch instructions retired that were mispredicted and taken.","0,1,2,3","400009","0","0","1","0","0","0"
"0xC5","0x20","BR_MISP_RETIRED.NEAR_TAKEN_PS","number of near branch instructions retired that were mispredicted and taken. (Uses PEBS)","0,1,2,3","400009","0","0","1","0","0","0"
"0x08","0x0e","DTLB_LOAD_MISSES.WALK_COMPLETED","Demand load Miss in all translation lookaside buffer (TLB) levels causes a page walk that completes of any page size.","0,1,2,3","100003","0","0","0","0","0","0"
"0x08","0x60","DTLB_LOAD_MISSES.STLB_HIT","Load operations that miss the first DTLB level but hit the second and do not cause page walks","0,1,2,3","2000003","0","0","0","0","0","0"
"0x24","0x42","L2_RQSTS.RFO_HIT","RFO requests that hit L2 cache","0,1,2,3","200003","0","0","0","0","0","0"
"0x24","0x22","L2_RQSTS.RFO_MISS","RFO requests that miss L2 cache","0,1,2,3","200003","0","0","0","0","0","0"
"0x24","0x44","L2_RQSTS.CODE_RD_HIT","L2 cache hits when fetching instructions, code reads.","0,1,2,3","200003","0","0","0","0","0","0"
"0x24","0x24","L2_RQSTS.CODE_RD_MISS","L2 cache misses when fetching instructions","0,1,2,3","200003","0","0","0","0","0","0"
"0x24","0x27","L2_RQSTS.ALL_DEMAND_MISS","Demand requests that miss L2 cache","0,1,2,3","200003","0","0","0","0","0","0"
"0x24","0xe7","L2_RQSTS.ALL_DEMAND_REFERENCES","Demand requests to L2 cache","0,1,2,3","200003","0","0","0","0","0","0"
"0x24","0x3F","L2_RQSTS.MISS","All requests that miss L2 cache","0,1,2,3","200003","0","0","0","0","0","0"
"0x24","0xFF","L2_RQSTS.REFERENCES","All L2 requests","0,1,2,3","200003","0","0","0","0","0","0"
"0x49","0x0e","DTLB_STORE_MISSES.WALK_COMPLETED","Store misses in all DTLB levels that cause completed page walks","0,1,2,3","100003","0","0","0","0","0","0"
"0x49","0x60","DTLB_STORE_MISSES.STLB_HIT","Store operations that miss the first TLB level but hit the second and do not cause page walks","0,1,2,3","100003","0","0","0","0","0","0"
"0x85","0x0e","ITLB_MISSES.WALK_COMPLETED","Misses in all ITLB levels that cause completed page walks","0,1,2,3","100003","0","0","0","0","0","0"
"0x85","0x60","ITLB_MISSES.STLB_HIT","Operations that miss the first ITLB level but hit the second and do not cause any page walks","0,1,2,3","100003","0","0","0","0","0","0"
"0xB1","0x01","UOPS_EXECUTED.CYCLES_GE_1_UOPS_EXEC","Cycles where at least 1 uop was executed per-thread","0,1,2,3","2000003","0","0","0","0","0","0"
"0xB1","0x01","UOPS_EXECUTED.CYCLES_GE_2_UOPS_EXEC","Cycles where at least 2 uops were executed per-thread","0,1,2,3","2000003","0","0","0","0","0","0"
"0xB1","0x01","UOPS_EXECUTED.CYCLES_GE_3_UOPS_EXEC","Cycles where at least 3 uops were executed per-thread","0,1,2,3","2000003","0","0","0","0","0","0"
"0xB1","0x01","UOPS_EXECUTED.CYCLES_GE_4_UOPS_EXEC","Cycles where at least 4 uops were executed per-thread","0,1,2,3","2000003","0","0","0","0","0","0"
"0xe6","0x1f","BACLEARS.ANY","Counts the total number when the front end is resteered, mainly when the BPU cannot provide a correct prediction and this is corrected by other branch handling mechanisms at the front end.","0,1,2,3","100003","0","0","0","0","0","0"
"0xB7, 0xBB","0x01","OFFCORE_RESPONSE","tbd","0,1,2,3","100003","0","0","0","0","0","0"
"0xC3","0x01","MACHINE_CLEARS.COUNT","Number of machine clears (nukes) of any type. ","0,1,2,3","100003","0","0","0","0","0","1"
