Event_Name,Code,UMask,Counter,Counter_HT_Off,Description,MSR_Index,MSR_Value,Taken_Alone,Counter_Mask,Invert,AnyThread,Edge_Detect,PEBS,Errata
OFFCORE_RESPONSE.ALL_PF_DATA_RD.LLC_HIT.SNOOP_MISS,"0xB7,0xBB",0x01,"0,1,2,3","0,1,2,3","Counts prefetch data reads that hit in the LLC and the snoops sent to sibling cores return clean response","0x1A6,0x1A7",0x2003c0090,0,0,0,0,0,0,0
OFFCORE_RESPONSE.ALL_READS.LLC_HIT.ANY_RESPONSE,"0xB7,0xBB",0x01,"0,1,2,3","0,1,2,3","Counts all data/code/rfo reads (demand & prefetch) that hit in the LLC","0x1A6,0x1A7",0x3f803c03f7,0,0,0,0,0,0,0
OFFCORE_RESPONSE.ALL_READS.LLC_HIT.HIT_OTHER_CORE_NO_FWD,"0xB7,0xBB",0x01,"0,1,2,3","0,1,2,3","Counts data/code/rfo reads (demand & prefetch) that hit in the LLC and the snoops to sibling cores hit in either E/S state and the line is not forwarded","0x1A6,0x1A7",0x4003c03f7,0,0,0,0,0,0,0
OFFCORE_RESPONSE.ALL_READS.LLC_HIT.HITM_OTHER_CORE,"0xB7,0xBB",0x01,"0,1,2,3","0,1,2,3","Counts data/code/rfo reads (demand & prefetch) that hit in the LLC and the snoop to one of the sibling cores hits the line in M state and the line is forwarded","0x1A6,0x1A7",0x10003c03f7,0,0,0,0,0,0,0
OFFCORE_RESPONSE.ALL_READS.LLC_HIT.NO_SNOOP_NEEDED,"0xB7,0xBB",0x01,"0,1,2,3","0,1,2,3","Counts data/code/rfo reads (demand & prefetch) that hit in the LLC and sibling core snoops are not needed as either the core-valid bit is not set or the shared line is present in multiple cores","0x1A6,0x1A7",0x1003c03f7,0,0,0,0,0,0,0
OFFCORE_RESPONSE.ALL_READS.LLC_HIT.SNOOP_MISS,"0xB7,0xBB",0x01,"0,1,2,3","0,1,2,3","Counts data/code/rfo reads (demand & prefetch) that hit in the LLC and the snoops sent to sibling cores return clean response","0x1A6,0x1A7",0x2003c03f7,0,0,0,0,0,0,0
OFFCORE_RESPONSE.ALL_READS.LLC_REFERENCES.ANY_RESPONSE,"0xB7,0xBB",0x01,"0,1,2,3","0,1,2,3",,"0x1A6,0x1A7",0x103F7,0,0,0,0,0,0,0
OFFCORE_RESPONSE.COREWB.ANY_RESPONSE,"0xB7,0xBB",0x01,"0,1,2,3","0,1,2,3","Counts all writebacks from the core to the LLC","0x1A6,0x1A7",0x10008,0,0,0,0,0,0,0
OFFCORE_RESPONSE.DEMAND_CODE_RD.LLC_HIT.ANY_RESPONSE,"0xB7,0xBB",0x01,"0,1,2,3","0,1,2,3","Counts all demand code reads that hit in the LLC","0x1A6,0x1A7",0x3f803c0004,0,0,0,0,0,0,0
OFFCORE_RESPONSE.DEMAND_CODE_RD.LLC_MISS.ANY_RESPONSE,"0xB7,0xBB",0x01,"0,1,2,3","0,1,2,3",,"0x1A6,0x1A7",0x3fffc20004,0,0,0,0,0,0,0
OFFCORE_RESPONSE.DEMAND_CODE_RD.LLC_MISS.LOCAL_DRAM,"0xB7,0xBB",0x01,"0,1,2,3","0,1,2,3",,"0x1A6,0x1A7",0x600400004,0,0,0,0,0,0,0
OFFCORE_RESPONSE.DEMAND_CODE_RD.LLC_MISS.REMOTE_DRAM,"0xB7,0xBB",0x01,"0,1,2,3","0,1,2,3",,"0x1A6,0x1A7",0x67f800004,0,0,0,0,0,0,0
OFFCORE_RESPONSE.DEMAND_CODE_RD.LLC_MISS.REMOTE_HIT_FORWARD,"0xB7,0xBB",0x01,"0,1,2,3","0,1,2,3",,"0x1A6,0x1A7",0x87f820004,0,0,0,0,0,0,0
OFFCORE_RESPONSE.DEMAND_CODE_RD.LLC_MISS.REMOTE_HITM,"0xB7,0xBB",0x01,"0,1,2,3","0,1,2,3",,"0x1A6,0x1A7",0x107fc00004,0,0,0,0,0,0,0
OFFCORE_RESPONSE.DEMAND_DATA_RD.LLC_HIT.ANY_RESPONSE,"0xB7,0xBB",0x01,"0,1,2,3","0,1,2,3","Counts all demand data reads that hit in the LLC","0x1A6,0x1A7",0x3f803c0001,0,0,0,0,0,0,0
OFFCORE_RESPONSE.DEMAND_DATA_RD.LLC_HIT.HIT_OTHER_CORE_NO_FWD,"0xB7,0xBB",0x01,"0,1,2,3","0,1,2,3","Counts demand data reads that hit in the LLC and the snoops to sibling cores hit in either E/S state and the line is not forwarded","0x1A6,0x1A7",0x4003c0001,0,0,0,0,0,0,0
OFFCORE_RESPONSE.DEMAND_DATA_RD.LLC_HIT.HITM_OTHER_CORE,"0xB7,0xBB",0x01,"0,1,2,3","0,1,2,3","Counts demand data reads that hit in the LLC and the snoop to one of the sibling cores hits the line in M state and the line is forwarded","0x1A6,0x1A7",0x10003c0001,0,0,0,0,0,0,0
OFFCORE_RESPONSE.DEMAND_DATA_RD.LLC_HIT.NO_SNOOP_NEEDED,"0xB7,0xBB",0x01,"0,1,2,3","0,1,2,3","Counts demand data reads that hit in the LLC and sibling core snoops are not needed as either the core-valid bit is not set or the shared line is present in multiple cores","0x1A6,0x1A7",0x1003c0001,0,0,0,0,0,0,0
OFFCORE_RESPONSE.DEMAND_DATA_RD.LLC_HIT.SNOOP_MISS,"0xB7,0xBB",0x01,"0,1,2,3","0,1,2,3","Counts demand data reads that hit in the LLC and the snoops sent to sibling cores return clean response","0x1A6,0x1A7",0x2003c0001,0,0,0,0,0,0,0
OFFCORE_RESPONSE.DEMAND_DATA_RD.LLC_MISS.ANY_DRAM,"0xB7,0xBB",0x01,"0,1,2,3","0,1,2,3",,"0x1A6,0x1A7",0x67fc00001,0,0,0,0,0,0,0
OFFCORE_RESPONSE.DEMAND_DATA_RD.LLC_MISS.ANY_RESPONSE,"0xB7,0xBB",0x01,"0,1,2,3","0,1,2,3",,"0x1A6,0x1A7",0x3fffc20001,0,0,0,0,0,0,0
OFFCORE_RESPONSE.DEMAND_DATA_RD.LLC_MISS.LOCAL_DRAM,"0xB7,0xBB",0x01,"0,1,2,3","0,1,2,3",,"0x1A6,0x1A7",0x600400001,0,0,0,0,0,0,0
OFFCORE_RESPONSE.DEMAND_DATA_RD.LLC_MISS.REMOTE_DRAM,"0xB7,0xBB",0x01,"0,1,2,3","0,1,2,3",,"0x1A6,0x1A7",0x67f800001,0,0,0,0,0,0,0
OFFCORE_RESPONSE.DEMAND_DATA_RD.LLC_MISS.REMOTE_HIT_FORWARD,"0xB7,0xBB",0x01,"0,1,2,3","0,1,2,3",,"0x1A6,0x1A7",0x87f820001,0,0,0,0,0,0,0
OFFCORE_RESPONSE.DEMAND_DATA_RD.LLC_MISS.REMOTE_HITM,"0xB7,0xBB",0x01,"0,1,2,3","0,1,2,3",,"0x1A6,0x1A7",0x107fc00001,0,0,0,0,0,0,0
OFFCORE_RESPONSE.OTHER.LRU_HINTS,"0xB7,0xBB",0x01,"0,1,2,3","0,1,2,3","Counts L2 hints sent to LLC to keep a line from being evicted out of the core caches","0x1A6,0x1A7",0x803c8000,0,0,0,0,0,0,0
OFFCORE_RESPONSE.OTHER.PORTIO_MMIO_UC,"0xB7,0xBB",0x01,"0,1,2,3","0,1,2,3","Counts miscellaneous accesses that include port i/o, MMIO and uncacheable memory accesses","0x1A6,0x1A7",0x23ffc08000,0,0,0,0,0,0,0
OFFCORE_RESPONSE.PF_L2_CODE_RD.LLC_HIT.ANY_RESPONSE,"0xB7,0xBB",0x01,"0,1,2,3","0,1,2,3","Counts all prefetch (that bring data to L2) code reads that hit in the LLC","0x1A6,0x1A7",0x3f803c0040,0,0,0,0,0,0,0
OFFCORE_RESPONSE.PF_L2_CODE_RD.LLC_MISS.ANY_RESPONSE,"0xB7,0xBB",0x01,"0,1,2,3","0,1,2,3",,"0x1A6,0x1A7",0x3fffc20040,0,0,0,0,0,0,0
OFFCORE_RESPONSE.PF_L2_DATA_RD.LLC_HIT.ANY_RESPONSE,"0xB7,0xBB",0x01,"0,1,2,3","0,1,2,3","Counts all prefetch (that bring data to L2) data reads that hit in the LLC","0x1A6,0x1A7",0x3f803c0010,0,0,0,0,0,0,0
OFFCORE_RESPONSE.PF_L2_DATA_RD.LLC_HIT.HIT_OTHER_CORE_NO_FWD,"0xB7,0xBB",0x01,"0,1,2,3","0,1,2,3","Counts prefetch (that bring data to L2) data reads that hit in the LLC and the snoops to sibling cores hit in either E/S state and the line is not forwarded","0x1A6,0x1A7",0x4003c0010,0,0,0,0,0,0,0
OFFCORE_RESPONSE.PF_L2_DATA_RD.LLC_HIT.HITM_OTHER_CORE,"0xB7,0xBB",0x01,"0,1,2,3","0,1,2,3","Counts prefetch (that bring data to L2) data reads that hit in the LLC and the snoop to one of the sibling cores hits the line in M state and the line is forwarded","0x1A6,0x1A7",0x10003c0010,0,0,0,0,0,0,0
OFFCORE_RESPONSE.PF_L2_DATA_RD.LLC_HIT.NO_SNOOP_NEEDED,"0xB7,0xBB",0x01,"0,1,2,3","0,1,2,3","Counts prefetch (that bring data to L2) data reads that hit in the LLC and sibling core snoops are not needed as either the core-valid bit is not set or the shared line is present in multiple cores","0x1A6,0x1A7",0x1003c0010,0,0,0,0,0,0,0
OFFCORE_RESPONSE.PF_L2_DATA_RD.LLC_HIT.SNOOP_MISS,"0xB7,0xBB",0x01,"0,1,2,3","0,1,2,3","Counts prefetch (that bring data to L2) data reads that hit in the LLC and the snoops sent to sibling cores return clean response","0x1A6,0x1A7",0x2003c0010,0,0,0,0,0,0,0
OFFCORE_RESPONSE.PF_L2_DATA_RD.LLC_MISS.ANY_DRAM,"0xB7,0xBB",0x01,"0,1,2,3","0,1,2,3",,"0x1A6,0x1A7",0x67fc00010,0,0,0,0,0,0,0
OFFCORE_RESPONSE.PF_L2_DATA_RD.LLC_MISS.ANY_RESPONSE,"0xB7,0xBB",0x01,"0,1,2,3","0,1,2,3",,"0x1A6,0x1A7",0x3fffc20010,0,0,0,0,0,0,0
OFFCORE_RESPONSE.PF_L2_DATA_RD.LLC_MISS.LOCAL_DRAM,"0xB7,0xBB",0x01,"0,1,2,3","0,1,2,3",,"0x1A6,0x1A7",0x600400010,0,0,0,0,0,0,0
OFFCORE_RESPONSE.PF_L2_DATA_RD.LLC_MISS.REMOTE_DRAM,"0xB7,0xBB",0x01,"0,1,2,3","0,1,2,3",,"0x1A6,0x1A7",0x67f800010,0,0,0,0,0,0,0
OFFCORE_RESPONSE.PF_L2_DATA_RD.LLC_MISS.REMOTE_HIT_FORWARD,"0xB7,0xBB",0x01,"0,1,2,3","0,1,2,3",,"0x1A6,0x1A7",0x87f820010,0,0,0,0,0,0,0
OFFCORE_RESPONSE.PF_L2_DATA_RD.LLC_MISS.REMOTE_HITM,"0xB7,0xBB",0x01,"0,1,2,3","0,1,2,3",,"0x1A6,0x1A7",0x107fc00010,0,0,0,0,0,0,0
OFFCORE_RESPONSE.PF_LLC_CODE_RD.LLC_HIT.ANY_RESPONSE,"0xB7,0xBB",0x01,"0,1,2,3","0,1,2,3","Counts all prefetch (that bring data to LLC only) code reads that hit in the LLC","0x1A6,0x1A7",0x3f803c0200,0,0,0,0,0,0,0
OFFCORE_RESPONSE.PF_LLC_CODE_RD.LLC_MISS.ANY_RESPONSE,"0xB7,0xBB",0x01,"0,1,2,3","0,1,2,3",,"0x1A6,0x1A7",0x3fffc20200,0,0,0,0,0,0,0
OFFCORE_RESPONSE.PF_LLC_DATA_RD.LLC_HIT.ANY_RESPONSE,"0xB7,0xBB",0x01,"0,1,2,3","0,1,2,3","Counts all prefetch (that bring data to LLC only) data reads that hit in the LLC","0x1A6,0x1A7",0x3f803c0080,0,0,0,0,0,0,0
OFFCORE_RESPONSE.PF_LLC_DATA_RD.LLC_HIT.HIT_OTHER_CORE_NO_FWD,"0xB7,0xBB",0x01,"0,1,2,3","0,1,2,3","Counts prefetch (that bring data to LLC only) data reads that hit in the LLC and the snoops to sibling cores hit in either E/S state and the line is not forwarded","0x1A6,0x1A7",0x4003c0080,0,0,0,0,0,0,0
OFFCORE_RESPONSE.PF_LLC_DATA_RD.LLC_HIT.HITM_OTHER_CORE,"0xB7,0xBB",0x01,"0,1,2,3","0,1,2,3","Counts prefetch (that bring data to LLC only) data reads that hit in the LLC and the snoop to one of the sibling cores hits the line in M state and the line is forwarded","0x1A6,0x1A7",0x10003c0080,0,0,0,0,0,0,0
OFFCORE_RESPONSE.PF_LLC_DATA_RD.LLC_HIT.NO_SNOOP_NEEDED,"0xB7,0xBB",0x01,"0,1,2,3","0,1,2,3","Counts prefetch (that bring data to LLC only) data reads that hit in the LLC and sibling core snoops are not needed as either the core-valid bit is not set or the shared line is present in multiple cores","0x1A6,0x1A7",0x1003c0080,0,0,0,0,0,0,0
OFFCORE_RESPONSE.PF_LLC_DATA_RD.LLC_HIT.SNOOP_MISS,"0xB7,0xBB",0x01,"0,1,2,3","0,1,2,3","Counts prefetch (that bring data to LLC only) data reads that hit in the LLC and the snoops sent to sibling cores return clean response","0x1A6,0x1A7",0x2003c0080,0,0,0,0,0,0,0
OFFCORE_RESPONSE.PF_LLC_DATA_RD.LLC_MISS.ANY_RESPONSE,"0xB7,0xBB",0x01,"0,1,2,3","0,1,2,3",,"0x1A6,0x1A7",0x3fffc20080,0,0,0,0,0,0,0
OFFCORE_RESPONSE.SPLIT_LOCK_UC_LOCK.ANY_RESPONSE,"0xB7,0xBB",0x01,"0,1,2,3","0,1,2,3","Counts requests where the address of an atomic lock instruction spans a cache line boundary or the lock instruction is executed on uncacheable address ","0x1A6,0x1A7",0x10400,0,0,0,0,0,0,0
OFFCORE_RESPONSE.STREAMING_STORES.ANY_RESPONSE,"0xB7,0xBB",0x01,"0,1,2,3","0,1,2,3","Counts non-temporal stores","0x1A6,0x1A7",0x10800,0,0,0,0,0,0,0
OFFCORE_RESPONSE.DEMAND_DATA_RD.ANY_RESPONSE,"0xB7,0xBB",0x01,"0,1,2,3","0,1,2,3","Counts all demand data reads ","0x1A6,0x1A7",0x00010001,0,0,0,0,0,0,0
OFFCORE_RESPONSE.DEMAND_RFO.ANY_RESPONSE,"0xB7,0xBB",0x01,"0,1,2,3","0,1,2,3","Counts all demand rfo's ","0x1A6,0x1A7",0x00010002,0,0,0,0,0,0,0
OFFCORE_RESPONSE.DEMAND_CODE_RD.ANY_RESPONSE,"0xB7,0xBB",0x01,"0,1,2,3","0,1,2,3","Counts all demand code reads","0x1A6,0x1A7",0x00010004,0,0,0,0,0,0,0
OFFCORE_RESPONSE.COREWB.ANY_RESPONSE,"0xB7,0xBB",0x01,"0,1,2,3","0,1,2,3",tbd,"0x1A6,0x1A7",0x00010008,0,0,0,0,0,0,0
OFFCORE_RESPONSE.ALL_DATA_RD.ANY_RESPONSE,"0xB7,0xBB",0x01,"0,1,2,3","0,1,2,3","Counts all demand & prefetch data reads","0x1A6,0x1A7",0x000105B3,0,0,0,0,0,0,0
OFFCORE_RESPONSE.ALL_RFO.ANY_RESPONSE,"0xB7,0xBB",0x01,"0,1,2,3","0,1,2,3","Counts all demand & prefetch prefetch RFOs ","0x1A6,0x1A7",0x00010122,0,0,0,0,0,0,0
OFFCORE_RESPONSE.ALL_READS.ANY_RESPONSE,"0xB7,0xBB",0x01,"0,1,2,3","0,1,2,3","Counts all data/code/rfo references (demand & prefetch) ","0x1A6,0x1A7",0x000107F7,0,0,0,0,0,0,0
OFFCORE_RESPONSE.ALL_DEMAND_MLC_PREF_READS.LLC_MISS.LOCAL_DRAM,"0xB7,0xBB",0x01,"0,1,2,3","0,1,2,3","Counts all local dram accesses for all demand and L2 prefetches. LLC prefetches are excluded.","0x1A6,0x1A7",0x600400077,0,0,0,0,0,0,0
OFFCORE_RESPONSE.ALL_DEMAND_MLC_PREF_READS.LLC_MISS.ANY_RESPONSE,"0xB7,0xBB",0x01,"0,1,2,3","0,1,2,3","This event counts all LLC misses for all demand and L2 prefetches. LLC prefetches are excluded.","0x1A6,0x1A7",0x3FFFC20077,0,0,0,0,0,0,0
OFFCORE_RESPONSE.ALL_DEMAND_MLC_PREF_READS.LLC_MISS.REMOTE_HITM_HIT_FORWARD,"0xB7,0xBB",0x01,"0,1,2,3","0,1,2,3","This event counts all remote cache-to-cache transfers (includes HITM and HIT-Forward) for all demand and L2 prefetches. LLC prefetches are excluded.","0x1A6,0x1A7",0x187FC20077,0,0,0,0,0,0,0
